"revision_date_completed","fillerblankdate","Account","Edge","StoneThickness","StoneColor","StoneType","Areas","JobName","RevisionReason","FabID","FabType","JobNumber","NumPieces","DraftNotes","DraftCompleted","creation_date","TotalSqft","SalesPerson","Revisor","FileData","RevisionType"
"4/22/2026 9:57:27 AM","","Meridian Custom Homes","FLAT HONED","5","SARATOGA HONED","QZ","KITCHEN PERIM, ISLAND, PANTRY, POWDER","6001 Cary Drive","Powder was not included on drawing but was drafted!","14931","1","20837","10","","-1","4/21/2026 8:48:27 AM","147.2","5","15","","3"
"4/22/2026 11:33:54 AM","","Beckworth Design Build","FLAT HONED","4","CALACATTA BORGHINI HONED","MS","BATH 4 TUB/FRONT/LEFT/RIGHT, VANITY WALL, SIDE VANITY WALL, CLOSET ENTRY WALL","6 Sundown Parkway","Change outlet cutout (outlet is in CAD office)","14300","1","20633","28","","-1","4/21/2026 8:53:17 AM","110.6","7","6","","1"
"6/8/2026 5:13:03 PM","","Franklin Alan","4","4","ONDE ROSSO HONED","MS","RECEPTION TOP","4902 Burnet Road - FVF Law Office","See file for changes and stone cover flush grommet hole info.","15351","1","20652","","","-1","5/28/2026 12:14:33 PM","24","5","15","/REVISION 72_20652 - RECEPTION TOP-BLOCK.pdf","1"
"6/9/2026 4:59:34 PM","","Stewart and Company","FLAT HONED","5","CALACATTA GOLD HONED","MS","PRIMARY BATH VANITIES/SHOWER BENCH/ENTRY SURROUND","2700 Island Ledge Cv","Revise per attachment","14980","1","20585","9","JOSHUA","-1","5/29/2026 8:44:19 AM","43.6","7","15","/20585 - PRIMARY BATH VANITIES, SHOWER BENCH - REV 1 - REDLINES.pdf","1"
"6/2/2026 8:24:20 AM","","Yeghoian, Jack","FULL BULLNOSE","5","ABSOLUTE BLACK","GS","CABINET PIECE","Yeghoian-Cabinet Piece-Fab Only (2026)","PLease add the dimensions to the block drawing","15370","2","20992","","","-1","5/29/2026 11:17:23 AM","4.5","6","15","","3"
"6/4/2026 9:11:19 AM","","R Builders","SMALL OGEE","5","Calacatta Caldia","MS","POOL BATH VANITY, TOWEL TOWER","9121 CAMELBACK DR","please revise color to ""Calacatta Caldia"" and add to new slabsmith layout with slab 335933","13122","1","19968","2","","-1","6/1/2026 11:00:40 AM","11.7","9","12","","2"
"6/9/2026 3:17:52 PM","","","","","","","","","please revise color to ""Calacatta Caldia"" and redo slabsmith with new slab","15187","1","19968","","","-1","6/1/2026 11:01:18 AM","5","","15","","1"
"6/9/2026 3:17:59 PM","","","","","","","","","please revise color to ""Calacatta Caldia"" and redo slabsmith with new slab","15187","1","19968","","","-1","6/1/2026 11:05:28 AM","5","","15","","1"
"6/9/2026 3:18:07 PM","","","","","","","","","please revise color to ""Calacatta Caldia"" and redo slabsmith with new slab","15187","1","19968","","","-1","6/1/2026 11:05:33 AM","5","","15","","1"
"6/3/2026 8:21:21 AM","","Jauregui Architect Builders","FLAT","4","ATHOS WHITE","MS","HER VANITY (SIDE WALLS)","266 Club Ranch Ct - Athos White - Master Bath, B3, B4/B5 Vanities (see notes)","Add green dimensions on page 2 like you have on His Vanity (Side Walls)","13112","1","19949","2","NEED ASAP","-1","6/1/2026 2:53:13 PM","40","7","6","","3"
"6/10/2026 4:15:46 PM","","Stewart and Company","FLAT HONED","5","CALACATTA GOLD HONED","MS","BATH 2 TUB DECK","2700 Island Ledge Cv","Remove waterfall panel. Tub deck to have flat edge.","15396","1","20585","","ERICK","-1","6/2/2026 10:26:43 AM","14.35","7","15","","2"
"6/9/2026 3:26:32 PM","","R Builders","SMALL OGEE","5","Calacatta Caldia","MS","POOL BATH SHOWER ENTRY JAMBS","9121 Camelback Dr","please change material to ""Calacatta Caldia"" - please remove the shower side jamb. see attached from Denis","15188","1","19968","","ERICK","-1","6/2/2026 12:38:13 PM","27.5","9","15","/19968 - POOL BATH SHOWER ENTRY JAMBS REV1-BLOCK for Denis quoting.pdf","2"
"6/9/2026 12:18:36 PM","","Franklin Alan","MITERED","5","GUATEMALA GREEN","MS","RESTROOM, ADA RESTROOM","4902 Burnet Road - FVF Law Office","change ALL sinks to k20000 model and change mitered edge dims per attached file","14350","1","20652","5","MARKOS BUT THE PDF IS NOT WORKING","-1","6/2/2026 4:18:39 PM","35.1","5","15","/Changes to vanities.pdf","1"
"6/12/2026 9:50:14 AM","","Texas Construction Company","4","5","BLUE DUNES","GS","UTILITY HALL","907 TERRACE MOUNTAIN DRIVE","Add grommet hole - center of grommet 3 1/2"" from back of countertop and 3 1/2"" to the right of the center of the countertop","15409","1","20562","1","ERICK - SENT TO CAD ABOUT THE FILE AND IS NOT THERE ON THE SHARE DRIVE)PLEASE SEE KATY FOR NEW GROMMET LOCATION - ORIGINAL REVISION REQUEST IS NOT CORRECT","-1","6/3/2026 9:00:02 AM","5.7","7","15","","1"
"6/10/2026 4:11:13 AM","","Texas Construction Company","","","","","GINA","907 Terrace Mountain Drive","Add 4 grommet holes (locations on attachment)","15144","1","20562","2","MARKOS","-1","6/5/2026 8:16:24 AM","32","","12","/Adobe Scan Jun 5, 2026.pdf","1"
"6/9/2026 5:13:55 PM","","Texas Construction Company","","","","","KEITH","907 Terrace Mountain Drive","Remove mitered edge. Change to flat honed edge.","14267","1","20562","1","MARKOS","-1","6/5/2026 2:37:45 PM","11.6","","","","1"
"6/12/2026 10:26:03 AM","","Venco Construction","WATERFALL","5","MIAMI VENA","SS","KITCHEN  PERIMETER","4805 Comanche Creek Drive","Sink changing to Kraus KHU100-28 undermount","15398","8","20997","","","-1","6/10/2026 3:05:57 PM","38.7","5","15","","1"
"6/12/2026 10:32:33 AM","","Tatanka Group","FLAT","5","NAICA LEATHERED-HAND SELECT","QUARTZITE","DINING BUFFET","451 Prade Ranch Road - Lodge (2026)","ADD FLAT HONED TO BLOCK DRAWING FOR EDGE PROFILE- FAB FORM UPDATED TP REFLECT FINISH","15468","8","20989","2","","-1","6/12/2026 8:49:30 AM","28.7","6","15","","2"
"6/16/2026 7:04:26 AM","","Austin Turnkey Services, Inc.","FLAT POLISH","5","CHANTILLY","QZ","PRIMARY BATH","4105 Tablerock Drive","Revise with new sink (K-2214)","15423","1","20894","3","","-1","6/15/2026 7:23:30 AM","11.5","7","12","","1"
"9/1/2026 2:15:32 PM","","RisherMartin","MITER","5","REGAL ARABESCATO GOLD","STRATUS QUARTZ","PRIMARY SHOWER BENCH AND NICHE","5010 Amarra Drive","change niche per attached file","15638","1","20592","7","","-1","8/27/2026 4:25:00 PM","35","5","6","/20592 - PRIMARY SHOWER BENCH AND NICHE-BLOCK - RM Comments.pdf","1"
"8/28/2026 9:48:41 AM","","Pinnacle Modern","MITER","3","BASALT GREY","NEOLITH","GUEST 1, HYDRATION CENTER","1306 Rockcliff Road","There is no notation indicating the sink setback, but based on the drawing, it appears to be greater than 4"". Please add the setback dimension, and if it is greater than 4"", revise it to 4""","15639","7","21027","10","","-1","8/27/2026 11:32:44 PM","37","15","6","","1"
"9/18/2026 4:22:21 PM","","Studio Luck","FLAT HONED","4","PINK","QZ","PIECE MODIFICATIONS","Fab Only Pieces","Revise per attachment","15742","2","21076","2","🤚 HOLD - 9/1 CLARIFICATION REQUESTED","-1","8/28/2026 7:13:40 AM","5.4","7","6","/Studio Luck - Pink Quartz Comments.pdf","1"
"9/10/2026 4:16:01 PM","","R Builders","SMALL OGEE honed","5","MYKONOS ag to hone","QZ","ODK W/ PASS THRU, POOL BUFFET","9121 Camelback Dr","please change edge to full bullnose, change to ""AG to leather""- change joints to mitered edge in corners- all exposed edges including backsplash to get bullnose edge. splashes to be mitered to countertop and to each other.","13121","1","19968","16","🤚 HOLD - 9/1 CLARIFICATION REQUESTED","-1","8/28/2026 12:42:39 PM","122.5","9","6","","1"
"9/1/2026 3:40:25 PM","","Lake Group Builders","1 5/8","4","SARATOGA BLACK","SOAPSTONE","SCREENED PORCH","4 MICHELE CIRCLE","please change the 26"" dimension on pcs 1 of 3","14427","1","20085","3","","-1","8/28/2026 2:26:20 PM","47.5","9","6","/4 Michele - Back Porch Grill Top - Redlined_v2_8.27.26.pdf","1"
"9/1/2026 5:04:28 PM","","Camelot Custom Homes","MITER","5","hermitage","CAMBRIA","POWDER","5619 Reynolds Road","ramp per designer detail file","15764","1","20931","","","-1","8/31/2026 8:47:17 AM","17","5","6","","1"
"9/3/2026 5:03:00 PM","","Warriner Construction, LLC","FLAT","5","MIAMI WHITE","SS","KITCHEN ISLAND, COAT CLOSET, FITNESS/CABANA BATH","1415 W. 10th St. (2025)","pull pantry and perimeter pieces off onto their own drawing to go with a new fab form","15047","1","20638","22","","-1","8/31/2026 12:09:04 PM","212","5","6","","1"
"9/4/2026 1:37:21 PM","","RedOven Builds","1 13/16","3","ARABESCATO VIOLA SOFT","DELLA TERRA PORCELAIN","BASEMENT KITCHENETTE COUNTERTOPS","2305 Camino Alto Road","Remove all backsplash from the drawing and move it to its own drawing. This will stay on hold until after countertop/upper cabinet install, then we'll do a template verification.","15644","1","21045","3","","-1","9/2/2026 10:47:36 AM","45","7","6","","1"
"9/3/2026 1:21:38 PM","","Dowbuilt","PLATNER","4","RIVIERA (HONED)","QZ","BREAKFAST / PANTRY","1000 Fallwell Lane (HORSE RANCH)","Breakfast equals kitchenette; please add a backsplash","15770","7","21018","3","","-1","9/2/2026 11:35:33 AM","40","15","6","","2"
"9/2/2026 12:23:43 PM","","DiSimone, Tony","DOUBLE QUARTER ROUND","5","CREMA MONACO HONED","STRATUS QUARTZ","GEAR ROOM PERIMETER","DiSimone -24422 W Hwy 71","Island needs .375 overhangs on all sides and make sure this overhang matches the countertop overhangs since it isn't called out","14793","1","20784","","","-1","9/2/2026 11:52:42 AM","31.52","5","15","","3"
"9/4/2026 8:46:10 AM","","Dowbuilt","","","OPERA D","MS","DINING TABLE","1000 Fallwell Lane (HORSE RANCH)","Adding the PDF document that shows what the metal support will look like. It won't change the drawing but I'm uploading the file for reference.","15771","7","21018","","","-1","9/3/2026 5:14:50 AM","56","","6","/Table Top.pdf","2"
"9/3/2026 9:03:40 AM","","","","","","","","","The shower bench should utilize the remnant id","15799","8","20844","2","","-1","9/3/2026 8:16:43 AM","6.8","","12","","1"
"9/3/2026 9:03:44 AM","","","","","","","","","please add joint in center and use remnant ID","15798","8","20844","1","","-1","9/3/2026 8:43:39 AM","3.9","","12","","1"
"9/3/2026 3:59:05 PM","","Dowbuilt","PLATNER","4","RIVIERA (HONED)","QZ","BREAKFAST / PANTRY","1000 Fallwell Lane (HORSE RANCH)","Does not include all the pieces.","15770","7","21018","5","to include coffee bar - not on fabform","-1","9/3/2026 3:09:51 PM","60","15","6","","2"
"9/9/2026 11:10:33 AM","","Camelot Custom Homes","MITER","5","hermitage","CAMBRIA","POWDER","5619 Reynolds Road","Per designer modify sink interiors so that drain isn't below the apron","15764","1","20931","8","","-1","9/8/2026 2:56:36 PM","35","5","6","","1"
"9/15/2025 10:07:36 AM","","Wyeth Custom Homes","FLAT HONED","5","EMPERADOR DARK HONED","MS","WINE LOUNGE TOPS","705 COUNTY RD 360","See attached file for changes","13413","1","20350","5","","-1","9/10/2025 11:16:09 PM","80.6","5","6","/20350 - WINE LOUNGE TOPS CORRECTIONS & CHANGES.pdf","1"
"9/12/2025 2:22:27 PM","","FIA Homes","FLAT HONED","5","BLACK PEARL HONED","GS","ODK AND BED 2 CLOSET","1701 Brookhaven Drive","JOSHUA REFER TO GABE'S EMAIL FOR NOTES","14262","1","20135","6","","-1","9/11/2025 9:59:02 AM","48.6","5","6","","1"
"9/11/2025 12:16:35 PM","","Michael Dean Carpentry, LLC","WATERFALL","5","MIAMI VENA","SS","KITCHEN AND GUEST BA","813 LAKE DRIVE","please see email i sent-piece 3 of 6 mislabeled. add supports, remove scribe Thanks!","14395","1","20666","6","","-1","9/11/2025 10:01:04 AM","70.4","6","12","","3"
"9/12/2025 4:10:57 PM","","Phil Jackson Studio","FULL BULLNOSE","5","TAJ MAHAL","QZ","FAB ONLY PRESS STATION TOP","Press Station","Move grommet hole to 1 1/4"" from back of piece instead of 2""","14348","2","20658","1","","-1","9/11/2025 11:31:57 AM","5.5","7","6","","1"
"9/12/2025 3:42:12 PM","","Garza, Kitty","FLAT HONED","5","TAJ MAHAL LEATHERED","QZ","KITCHEN","Garza - 1916 Cetona Court","Add hot water faucet hole 8"" to right of main faucet","14382","1","20637","14","","-1","9/11/2025 4:12:11 PM","150.5","7","6","","1"
"9/15/2025 5:01:33 PM","","Vinson Radke Homes","FLAT POLISH","5","BLIZZARD","CS","BATH1 VANITY, BATH 2 VANITY","801 W JOHANNA ST","The 1/4"" of clearance you are showing in Bath 2 is off the drilled hole? Or the faucet trim/escucheon? Do we have a layout with the alternative sink for this bath?","13478","1","20379","6","","-1","9/12/2025 8:11:01 AM","17.3","7","6","","3"
"9/16/2025 8:51:43 AM","","Miars Construction","FLAT HONED","5","TAJ MAHAL HONED","QZ","KITCHEN PERIMETER","5304 Western Hills","please remove sales notes 1 and 3; the bocci outlets/plug are in the CAD office (see note in MW from tracy on 9/4)","13899","1","20516","","","-1","9/12/2025 8:47:21 AM","143","5","6","/tracy.jpg","2"
"9/15/2025 11:08:52 AM","","Vinson Radke Homes","FLAT POLISH","4","COSMOPOLITAN WHITE","CS","PRIMARY SHOWER NICHE W/ 3 SHELVES","801 W Johanna St","The back of the niche is also supposed to be stone","14339","1","20379","8","","-1","9/12/2025 9:11:11 AM","6.7","7","6","","3"
"9/15/2025 2:08:17 PM","","Texas Construction Company","FLAT HONED","5","ABSOLUTE BLACK **TO BE LEATHERED BY ALPHA**","GS","KITCHEN PERIMETER","907 Terrace Mountain Drive","See attachment for outlet locations. Also, pls advise on depth of the CT. Are you assuming the slab will be installed to the framing, drywall, or backsplash? We need to know what the overhang will be. We are looking for a ½” overhang off the cabinetry.","14270","1","20562","2","","-1","9/12/2025 9:40:27 AM","30.2","7","6","/pop up outlet locations.pdf","1"
"9/15/2025 11:31:58 AM","","David Wilkes Builders","FLAT POLISH","6","NANTUCKET","STRATUS QUARTZ","KITCHEN PERIMETER, GATHERING ROOM, BATH 3 VANITY, LAUNDRY","504 CEDAR PARK DR","It seems like maybe we can save some more of slab 333571 by moving pieces 10-14 to either 333569 or 333570. There is a future phase, so we need to have as many large pieces left as possible.","14249","1","20490","14","","-1","9/12/2025 3:05:27 PM","95.8","7","6","","3"
"9/17/2025 10:37:01 AM","","Michael Dean Carpentry, LLC","WATERFALL","5","MIAMI VENA","SS","KITCHEN AND GUEST BA","813 LAKE DRIVE","PLEASE REDUCE OVERHANG AT PENINSULA TO 14"" PER BUILDER. REMOVE SUPPORTS AND NOTES FOR EMBEDDING","14395","1","20666","6","","-1","9/15/2025 8:41:50 AM","70.4","6","6","","1"
"9/17/2025 9:59:55 AM","","Vitek McIver Homes","3","3","MARMORIO","DK","ODK GRILL AREA","2517 HARTFORD RD","Builder wants to change seam location (see attachment)","14346","1","20563","12","","-1","9/15/2025 8:57:33 AM","44.4","7","6","/redline.jpeg","1"
"9/16/2025 4:56:16 PM","","FSB Custom Homes, LLC","2","5","ELEGANT BLUE HONED","QZ","KITCHEN, KITCHEN BATH, SCULLERY, WORKSTATION","3703 MEADOWBANK DR","Kitchen pop ups to be a 14 1/4""  from the sides of the upper cabinets that sit to the side of the window. Please add dimensions to drawing.","13266","1","20186","18","","-1","9/15/2025 10:51:53 AM","241.5","7","6","","1"
"9/17/2025 10:20:33 AM","","Wallin, Ron","WATERFALL","5","WHITE DALLAS","GS","KITCHEN","Wallin-29 Wilderness Trail","will need ss layout due to spot on slab that needs avoided or matched","14360","1","20659","10","","-1","9/15/2025 11:01:54 AM","57.3","6","6","","2"
"9/16/2025 4:45:12 PM","","Shoberg Homes","FLAT","3","CORCHIA POLISHED","STRATUS PORCELAIN","PRIMARY SHOWER SEAT, SHELF","2289 DRIFTWOOD RANCH DR","The area was retemplated on 9/9 for vestibule wall. see new template file from CounterMeasure please update drawings","13604","1","20164","20","","-1","9/15/2025 11:08:08 AM","112.6","5","6","","1"
"9/17/2025 4:36:24 PM","","Wyeth Custom Homes","FLAT HONED","5","NEGRESSCO HONED","GS","OUTDOOR KITCHEN BACKSPLASH","1100 REDBUD TRAIL","Make seams in splash using drawing brought to CAD","14400","1","20494","2","","-1","9/17/2025 8:58:15 AM","10.8","5","15","","1"
"9/23/2025 4:53:29 PM","","Wyeth Custom Homes","MITERED","4","ESSENTIAL GREY HONED","MS","POWDER 2, WINE LOUNGE POWDER","705 COUNTY RD 360","POWDER 2 VESSEL is at AG","13409","1","20350","","CO: THIS NEEDS TO COME OFF HOLD. SEE EMAILS🤚 - HOLD - WAITING ON CUSTOMER TO PROVIDE SALES WITH HOW FAR THEY WANT THE VESSEL RECESSED","-1","9/17/2025 11:10:31 AM","33","5","15","","1"
"9/19/2025 1:57:40 PM","","FIA Homes","FLAT HONED","5","BLACK PEARL HONED","GS","ODK AND BED 2 CLOSET","1701 Brookhaven Drive","cutout grill needs to be 23-1/4” deep.","14262","1","20135","6","spechs show 20-1/2, drafted to spec","-1","9/17/2025 11:22:26 AM","48.6","5","6","","3"
"9/19/2025 11:28:54 AM","","Tatanka Group","FLAT","5","FRESH CONCRETE","CS","KITCHEN/ISLAND/PANTRY/MA BA/GUEST BA 1/GUEST BA 2/POWDER/LAUNDRY","1122 Cherry Springs Rd","The clients want to add backsplashes in guest bath 1","14342","1","20542","28","","-1","9/17/2025 1:04:35 PM","230","6","6","","1"
"9/17/2025 1:51:34 PM","","Phil Jackson Studio","FULL BULLNOSE","5","TAJ MAHAL","QZ","FAB ONLY PRESS STATION TOP","Press Station","Both sides should now be 19 1/2""","14348","2","20658","1","","-1","9/17/2025 1:20:45 PM","5.5","7","6","","1"
"9/19/2025 2:26:27 PM","","Shoberg Homes","MITERED","3","INVISIBLE WHITE LIGHT","ANTOLLINI PORCELAIN","STUDIO KITCHEN","2775 Elder Hill Rd","Product changed to Stratus Porcelain Corchia 1.2cm. Need name change","13806","1","20394","2","","-1","9/17/2025 5:28:04 PM","35.99","5","6","","1"
"9/17/2025 9:46:44 PM","","test martin","FLAT EDGE","5","FRESH CONCRETE HONED","CS","DOUBLE VANITY","test martin","test - changed edge to polish","14452","1","99999","10","","-1","9/17/2025 9:45:00 PM","17.1","15","5","","1"
"9/19/2025 2:33:30 PM","","Texas Construction Company","FLAT POLISH","5","PATAGONIA","QZ","KITCHEN ISLAND, KITCHEN FULL HEIGHT BACKSPLASH","907 Terrace Mountain Drive","Please adjust faucet hole spacing on island (see attachment).","14269","1","20562","8","","-1","9/18/2025 8:21:35 AM","125.6","7","6","/Pages from 25.09.17-Submittal 037 REV3-Countertops-Kitchen-RWM Notes.pdf","2"
"9/22/2025 3:39:41 PM","","Grocki, Michael","FLAT","5","TAJ MAHAL","q","KITCHEN/ISLAND/LAUNDRY","Grocki-3505 Trailhead Drive","please revise ss layout-see email","14371","1","20663","9","","-1","9/19/2025 9:44:58 AM","122.3","6","12","","1"
"10/13/2025 3:28:43 PM","","ENVE BUILDERS","FLAT HONED","5","COPACABANA LEATHERED","GS","PANTRY","4207 WATERS EDGE COVE","Please add air switch hole (location in MW)","14428","1","20567","4","","-1","10/10/2025 1:21:43 PM","74.53","7","15","","3"
"10/13/2025 4:09:49 PM","","Enve Builders","FLAT","3","CALACATTA BORGHINI POLISHED","STRATUS PORCELAIN","BATH 1/BATH 2/BUNK BATH SHOWER NICHE SILLS","4207 Waters Edge Cove","Bunk Bath Niche should be 27 7/8""","14443","1","20567","3","","-1","10/10/2025 1:23:18 PM","3.3","7","15","","3"
"10/14/2025 4:36:54 PM","","Enve Builders","FLAT POLISH","5","IJEN BLUE","QZ","PRIMARY BATH VANITY, PRIMARY CLOSET ISLAND","4207 Waters Edge Cove","Primary Closet Islands should both be 63 1/8""","14445","1","20567","4","","-1","10/10/2025 1:26:41 PM","49","7","6","","1"
"10/13/2025 3:50:48 PM","","ENVE BUILDERS","MITERED","5","MILAN BLACK","QZ","LIVING RM HEARTH, PRIMARY BEDROOM NICHE, PRIMRY BED HEARTH, OUTDOOR HEARTH","4207 WATERS EDGE COVE","Please revise Primary Bedroom Niche per attachment","14434","1","20567","24","","-1","10/10/2025 1:30:29 PM","135.9","7","15","/redlines primary bedroom niche.pdf","3"
"10/16/2025 1:34:15 PM","","ENVE BUILDERS","FLAT HONED","5","COPACABANA LEATHERED","GS","KITCHEN","4207 WATERS EDGE COVE","Please add water dispenser/air switch holes (locations in MW), and modify outlets per attachment","14429","1","20567","12","","-1","10/10/2025 1:32:21 PM","189","7","6","/redlines kitchen.pdf","3"
"10/15/2025 10:04:49 AM","","Vitek McIver Homes","FLAT HONED","5","CALACATTA GOLD (TO BE HONED BY AG)","MS","CALACATTA GOLD TOP","Canyon Ranch Sales Center","PLEASE SEE THIS NOTE THAT WAS IN MW: We want to do a 1"" overhang on the front","14515","1","20689","1","","-1","10/10/2025 1:41:10 PM","4.8","7","6","","3"
"10/15/2025 10:04:59 AM","","Vitek McIver Homes","FLAT HONED","6","FUSION (TO BE HONED BY AG)","QZ","FUSION TOP","CANYON RANCH SALES CTR","PLEASE SEE THIS NOTE THAT WAS IN MW: We want to do a 1"" overhang on the front","14516","1","20689","1","","-1","10/13/2025 7:23:56 AM","4.79","7","6","","3"
"10/15/2025 10:05:29 AM","","Vitek McIver Homes","FLAT HONED","6","TAJ MAHAL","QZ","TAJ MAHAL TOP","CANYON RANCH SALES CTR","PLEASE SEE THIS NOTE THAT WAS IN MW: We want to do a 1"" overhang on the front","14517","1","20689","1","","-1","10/13/2025 7:24:12 AM","4.79","7","6","","3"
"10/15/2025 8:59:22 AM","","Vitek McIver Homes","FLAT HONED","5","TAJ MAHAL LEATHERED","QZ","B2 VANITY, B3 VANITY, CLOSET3 DROP, B4 VANITY, B5 VANITY","345 PECAN GROVE DRIVE","The DXF has a FHBS at Closet 3 Drop Station, but it is not on the drawing. Please add to drawing ASAP.","14108","1","20408","5","","-1","10/13/2025 8:55:07 AM","40.9","7","6","","2"
"11/21/2025 4:05:47 PM","","Jauregui Architect Builders","2","4","ATHOS WHITE","MS","BATH 4 VANITY, WALK IN CLOSET","266 Club Ranch Ct - Athos White - Bath 3/4/5/Pool Bath Vanities/Walls/Ceilings","All side overhangs to be 1/8"" to match front overhangs","13638","1","19950","4","ALL OVERHANGS 1/8""","-1","11/14/2025 7:31:24 AM","29.5","7","6","","1"
"11/21/2025 4:05:51 PM","","Jauregui Architect Builders","2","4","ATHOS WHITE","MS","BATH 5 VANITY, WALK IN CLOSET","266 Club Ranch Ct - Athos White - Bath 3/4/5/Pool Bath Vanities/Walls/Ceilings","All side overhangs to be 1/8"" to match front overhangs","13640","1","19950","","ALL OVERHANGS 1/8""","-1","11/14/2025 7:31:36 AM","19.5","7","6","","1"
"11/17/2025 4:26:08 PM","","Sandy Parent","MITERED TO 4","5","CIELO LEATHERED","QZ","SHOWER BENCH","10005 Chester Lane- Shower Pieces","need to add info on substrate thickness/type","14673","2","20753","1","","-1","11/14/2025 11:00:38 AM","3.9","9","15","/sandy.jpg","3"
"11/18/2025 9:40:46 AM","","Vitek McIver Homes","FLAT","5","TAJ MAHAL","QZ","KITCHEN PERIMETER AND COFFEE BAR","2517 HARTFORD RD","Customer is changing back to the full height backsplash (same as before revision) at the coffee bar. Please update back to original DXF. Additional slab is on the way for slabsmith layout.","14651","7","20563","9","","-1","11/14/2025 11:15:09 AM","112.3","7","6","","1"
"11/18/2025 1:54:46 PM","","Nicole Alberda","STAGGERED STACKED COVE DUPONT OVER BEVEL","5","ETHEREAL","STRATUS QUARTZ","KITCHEN ISLAND","Alberda-1425 Gorham Street","CHANGE SHAPE OF INSETS TO ""STADIUM"" OR OBROUND- SEE ATTACHED","14513","1","20693","8","","-1","11/14/2025 12:20:52 PM","35.2","9","6","/Kitchen Countertop sketch.pdf","1"
"11/18/2025 9:21:44 AM","","FSB Custom Homes, LLC","2","4","HAMPTON WHITE HONED","ms","CABANA, OUTDOOR LIVING, OUTDOOR TERRACE, GARAGE","3703 MEADOWBANK DR","Remove subdecking from Outdoor Terrace ONLY (piece 6 of 13). Builder will modify cabinet drawers/doors so mitered edge does not interfere. He cannot move the outlet on the column to accommodate the subdecking.","14420","1","20186","","","-1","11/14/2025 1:10:36 PM","136.99","7","6","","1"
"11/19/2025 1:27:36 PM","","Rauser Construction","SMALL OGEE","5","DARK EMPERADOR HONED","MS","HIS CLOSET, HIS VANITY","1706 Windsor Road","sink changing to K2882.  Make faucet spread 10"" and show dimension on drawing.","14536","1","20691",""," 🤚- hold - no template uplaoded note from chris: please make sure drawing is updated from GABE'S file from 11-13 template","-1","11/14/2025 1:18:25 PM","46.5","5","6","","1"
"11/19/2025 9:16:39 AM","","Rauser Construction","MITERED","4","SAINT-TROPEZ (HONED BY ALPHA)","MS","HER SHOWER SEAT, NICHE SURR, DOOR JAMBS","1706 Windsor Road","Update per template file from 11/13. Shares layout with Fab ID 14605","14535","1","20691","16","","-1","11/14/2025 1:22:03 PM","12.2","5","6","","1"
"11/18/2025 9:41:28 AM","","","","","","","","","Cooktop model","14637","1","20739","7","See Katy for other revision needed (add bevel at window)","-1","11/17/2025 8:13:41 AM","83.5","","12","","1"
"11/17/2025 3:02:42 PM","","Muncie Construction","FLAT","5","NEGRESCO HONED-STOCK","GS","CASITA 1 KITCHENETTE","1598 Hwy 39","scoot pieces over to avoid the yellow tape","14661","1","20749","4","","-1","11/17/2025 8:49:52 AM","43.9","6","6","/revision request CASITA 1 KITCHENETTE #1 (MRK)_slabs.pdf","3"
"11/18/2025 2:11:34 PM","","Grocki, Michael","FLAT","5","TAJ MAHAL","QUARTZITE","PHASE 2: FULL HEIGHT BACKSPLASH","Grocki-3505 Trailhead Drive","SENDING THIS BACK so it's back in the loop for allocated material -see email","14372","1","20663","6","","-1","11/17/2025 5:00:42 PM","47.3","6","12","","2"
"11/21/2025 9:36:16 AM","","Pankonien Group, The","FLAT HONED","5","BIANCO CARRARA HONED","MS","PRIMARY TUB DECK","8800 Mendocino Drive","There should be no joints on the tub deck. Also please update layout.","14639","1","20734","","","-1","11/17/2025 5:20:30 PM","49.49","5","6","","3"
"11/18/2025 11:43:22 AM","","Miars Construction","FLAT HONED","4","MIDDAY"," CS","CABANA GRILL","5304 Western Hills","There is supposed to be a strip of stone behind the grill instead of one big piece with a cutout. Then there will be no seam at the sink.","14683","8","20516","4","","-1","11/17/2025 5:32:22 PM","28.5","5","6","","3"
"11/20/2025 2:01:21 PM","","Daskalantonakis, Michael","FLAT POLISH","5","BRILLIANZA","cs","KITCHEN","Daskalantonakis - 6504 Clay Allison Pass","Add bevel to piece 2 of 7 on the 59 1/8"" side - see attachment.","14637","1","20739","7","","-1","11/18/2025 10:30:03 AM","83.5","7","6","/STELLA KITCHEN.dwg","1"
"11/18/2025 3:23:37 PM","","Rauser Construction","MITERED","4","CALACATTA LINCOLN (HONED BY ALPHA)","MS","PRIMTUB,BENCH,VT,CLOSET,JAMBSet GT BTH 1/2 WALL","3805 Balcones Drive","Revisions per phone call with Gabe 11/18","14214","1","20455","15","","-1","11/18/2025 3:04:45 PM","71.6","5","6","","1"
"1/14/2026 3:46:25 PM","","Burnette Builders","miter","5","BLACK XAVIER *TO BE LEATHERED BY AG*","QZ","POWDER ROOM VANITY, CABINET TOP AND BSP","1665 Brushy Ridge Trail","add two rows of 5/8"" x 5/8"" reglets along front and sides- add notes per Denis","14243","1","20001","7","OFF HOLDHOLD -design clarification request sent to sales - 10% done","-1","1/6/2026 11:17:20 AM","24.5","9","6","/POWDER ROUGH DETAIL.pdf","1"
